Varga,MahaDasa,Planet,Shayanadi_Avastha
D10,Ju,Moon,9. Bhojana- Eating
D10,Ju,Mars,7. Sabhaayaam- Congregating
D10,Ju,Mercury,3. Netrapani- Guiding the Hand
D10,Ju,Jupiter,1. Shayana- Laying
D10,Ju,Venus,7. Sabhaayaam- Congregating
D10,Ju,Saturn,7. Sabhaayaam- Congregating
D10,Ju,Rahu,7. Sabhaayaam- Congregating
D10,Ju,Ketu,10. Nrityalipsa- Desiring to Dance
D10,Sa,Sun,5. Gamana- Departing
D10,Sa,Moon,10. Nrityalipsa- Desiring to Dance
D10,Sa,Mars,8. Aagama- Aproaching
D10,Sa,Mercury,4. Prakaashana- Illuminating
D10,Sa,Jupiter,2. Upavesha- Sitting
D10,Sa,Venus,8. Aagama- Aproaching
D10,Sa,Saturn,8. Aagama- Aproaching
D10,Sa,Rahu,8. Aagama- Aproaching
D10,Sa,Ketu,11. Kautuka- Eagerness
D12,Me,Sun,12. Nidra- Slumbering
D12,Me,Moon,12. Nidra- Slumbering
D12,Me,Mars,3. Netrapani- Guiding the Hand
D12,Me,Mercury,8. Aagama- Aproaching
D12,Me,Jupiter,6. Aagamana- Arriving
D12,Me,Venus,12. Nidra- Slumbering
D12,Me,Saturn,2. Upavesha- Sitting
D12,Me,Rahu,12. Nidra- Slumbering
D12,Me,Ketu,9. Bhojana- Eating
D12,Ke,Sun,1. Shayana- Laying
D12,Ke,Moon,1. Shayana- Laying
D12,Ke,Mars,4. Prakaashana- Illuminating
D12,Ke,Mercury,9. Bhojana- Eating
D12,Ke,Jupiter,7. Sabhaayaam- Congregating
D12,Ke,Venus,1. Shayana- Laying
D12,Ke,Saturn,3. Netrapani- Guiding the Hand
D12,Ke,Rahu,1. Shayana- Laying
D12,Ke,Ketu,10. Nrityalipsa- Desiring to Dance
D12,Ve,Sun,2. Upavesha- Sitting
D12,Ve,Moon,2. Upavesha- Sitting
D12,Ve,Mars,5. Gamana- Departing
D12,Ve,Mercury,10. Nrityalipsa- Desiring to Dance
D12,Ve,Jupiter,8. Aagama- Aproaching
D12,Ve,Venus,2. Upavesha- Sitting
D12,Ve,Saturn,4. Prakaashana- Illuminating
D12,Ve,Rahu,2. Upavesha- Sitting
D12,Ve,Ketu,11. Kautuka- Eagerness
D12,Su,Sun,3. Netrapani- Guiding the Hand
D12,Su,Moon,3. Netrapani- Guiding the Hand
D12,Su,Mars,6. Aagamana- Arriving
D12,Su,Mercury,11. Kautuka- Eagerness
D12,Su,Jupiter,9. Bhojana- Eating
D12,Su,Venus,3. Netrapani- Guiding the Hand
D12,Su,Saturn,5. Gamana- Departing
D12,Su,Rahu,3. Netrapani- Guiding the Hand
D12,Su,Ketu,12. Nidra- Slumbering
D12,Mo,Sun,4. Prakaashana- Illuminating
D12,Mo,Moon,4. Prakaashana- Illuminating
D12,Mo,Mars,7. Sabhaayaam- Congregating
D12,Mo,Mercury,12. Nidra- Slumbering
D12,Mo,Jupiter,10. Nrityalipsa- Desiring to Dance
D12,Mo,Venus,4. Prakaashana- Illuminating
D12,Mo,Saturn,6. Aagamana- Arriving
D12,Mo,Rahu,4. Prakaashana- Illuminating
D12,Mo,Ketu,1. Shayana- Laying
D12,Ma,Sun,5. Gamana- Departing
D12,Ma,Moon,5. Gamana- Departing
D12,Ma,Mars,8. Aagama- Aproaching
D12,Ma,Mercury,1. Shayana- Laying
D12,Ma,Jupiter,11. Kautuka- Eagerness
D12,Ma,Venus,5. Gamana- Departing
D12,Ma,Saturn,7. Sabhaayaam- Congregating
D12,Ma,Rahu,5. Gamana- Departing
D12,Ma,Ketu,2. Upavesha- Sitting
D12,Ra,Sun,6. Aagamana- Arriving
D12,Ra,Moon,6. Aagamana- Arriving
D12,Ra,Mars,9. Bhojana- Eating
D12,Ra,Mercury,2. Upavesha- Sitting
D12,Ra,Jupiter,12. Nidra- Slumbering
D12,Ra,Venus,6. Aagamana- Arriving
D12,Ra,Saturn,8. Aagama- Aproaching
D12,Ra,Rahu,6. Aagamana- Arriving
D12,Ra,Ketu,3. Netrapani- Guiding the Hand
D12,Ju,Sun,7. Sabhaayaam- Congregating
D12,Ju,Moon,7. Sabhaayaam- Congregating
D12,Ju,Mars,10. Nrityalipsa- Desiring to Dance
D12,Ju,Mercury,3. Netrapani- Guiding the Hand
D12,Ju,Jupiter,1. Shayana- Laying
D12,Ju,Venus,7. Sabhaayaam- Congregating
D12,Ju,Saturn,9. Bhojana- Eating
D12,Ju,Rahu,7. Sabhaayaam- Congregating
D12,Ju,Ketu,4. Prakaashana- Illuminating
D12,Sa,Sun,8. Aagama- Aproaching
D12,Sa,Moon,8. Aagama- Aproaching
D12,Sa,Mars,11. Kautuka- Eagerness
D12,Sa,Mercury,4. Prakaashana- Illuminating
D12,Sa,Jupiter,2. Upavesha- Sitting
D12,Sa,Venus,8. Aagama- Aproaching
D12,Sa,Saturn,10. Nrityalipsa- Desiring to Dance
D12,Sa,Rahu,8. Aagama- Aproaching
D12,Sa,Ketu,5. Gamana- Departing
D16,Me,Sun,9. Bhojana- Eating
D16,Me,Moon,1. Shayana- Laying
D16,Me,Mars,1. Shayana- Laying
D16,Me,Mercury,9. Bhojana- Eating
D16,Me,Jupiter,7. Sabhaayaam- Congregating
D16,Me,Venus,1. Shayana- Laying
D16,Me,Saturn,7. Sabhaayaam- Congregating
D16,Me,Rahu,1. Shayana- Laying
D16,Me,Ketu,4. Prakaashana- Illuminating
D16,Ke,Sun,10. Nrityalipsa- Desiring to Dance
D16,Ke,Moon,2. Upavesha- Sitting
D16,Ke,Mars,2. Upavesha- Sitting
D16,Ke,Mercury,10. Nrityalipsa- Desiring to Dance
D16,Ke,Jupiter,8. Aagama- Aproaching
D16,Ke,Venus,2. Upavesha- Sitting
D16,Ke,Saturn,8. Aagama- Aproaching
D16,Ke,Rahu,2. Upavesha- Sitting
D16,Ke,Ketu,5. Gamana- Departing
D16,Ve,Sun,11. Kautuka- Eagerness
D16,Ve,Moon,3. Netrapani- Guiding the Hand
D16,Ve,Mars,3. Netrapani- Guiding the Hand
D16,Ve,Mercury,11. Kautuka- Eagerness
D16,Ve,Jupiter,9. Bhojana- Eating
D16,Ve,Venus,3. Netrapani- Guiding the Hand
D16,Ve,Saturn,9. Bhojana- Eating
D16,Ve,Rahu,3. Netrapani- Guiding the Hand
D16,Ve,Ketu,6. Aagamana- Arriving
D16,Su,Sun,12. Nidra- Slumbering
D16,Su,Moon,4. Prakaashana- Illuminating
D16,Su,Mars,4. Prakaashana- Illuminating
D16,Su,Mercury,12. Nidra- Slumbering
D16,Su,Jupiter,10. Nrityalipsa- Desiring to Dance
D16,Su,Venus,4. Prakaashana- Illuminating
D16,Su,Saturn,10. Nrityalipsa- Desiring to Dance
D16,Su,Rahu,4. Prakaashana- Illuminating
D16,Su,Ketu,7. Sabhaayaam- Congregating
D16,Mo,Sun,1. Shayana- Laying
D16,Mo,Moon,5. Gamana- Departing
D16,Mo,Mars,5. Gamana- Departing
D16,Mo,Mercury,1. Shayana- Laying
D16,Mo,Jupiter,11. Kautuka- Eagerness
D16,Mo,Venus,5. Gamana- Departing
D16,Mo,Saturn,11. Kautuka- Eagerness
D16,Mo,Rahu,5. Gamana- Departing
D16,Mo,Ketu,8. Aagama- Aproaching
D16,Ma,Sun,2. Upavesha- Sitting
D16,Ma,Moon,6. Aagamana- Arriving
D16,Ma,Mars,6. Aagamana- Arriving
D16,Ma,Mercury,2. Upavesha- Sitting
D16,Ma,Jupiter,12. Nidra- Slumbering
D16,Ma,Venus,6. Aagamana- Arriving
D16,Ma,Saturn,12. Nidra- Slumbering
D16,Ma,Rahu,6. Aagamana- Arriving
D16,Ma,Ketu,9. Bhojana- Eating
D16,Ra,Sun,3. Netrapani- Guiding the Hand
D16,Ra,Moon,7. Sabhaayaam- Congregating
D16,Ra,Mars,7. Sabhaayaam- Congregating
D16,Ra,Mercury,3. Netrapani- Guiding the Hand
D16,Ra,Jupiter,1. Shayana- Laying
D16,Ra,Venus,7. Sabhaayaam- Congregating
D16,Ra,Saturn,1. Shayana- Laying
D16,Ra,Rahu,7. Sabhaayaam- Congregating
D16,Ra,Ketu,10. Nrityalipsa- Desiring to Dance
D16,Ju,Sun,4. Prakaashana- Illuminating
D16,Ju,Moon,8. Aagama- Aproaching
D16,Ju,Mars,8. Aagama- Aproaching
D16,Ju,Mercury,4. Prakaashana- Illuminating
D16,Ju,Jupiter,2. Upavesha- Sitting
D16,Ju,Venus,8. Aagama- Aproaching
D16,Ju,Saturn,2. Upavesha- Sitting
D16,Ju,Rahu,8. Aagama- Aproaching
D16,Ju,Ketu,11. Kautuka- Eagerness
D16,Sa,Sun,5. Gamana- Departing
D16,Sa,Moon,9. Bhojana- Eating
D16,Sa,Mars,9. Bhojana- Eating
D16,Sa,Mercury,5. Gamana- Departing
D16,Sa,Jupiter,3. Netrapani- Guiding the Hand
D16,Sa,Venus,9. Bhojana- Eating
D16,Sa,Saturn,3. Netrapani- Guiding the Hand
D16,Sa,Rahu,9. Bhojana- Eating
D16,Sa,Ketu,12. Nidra- Slumbering
D20,Me,Sun,10. Nrityalipsa- Desiring to Dance
D20,Me,Moon,5. Gamana- Departing
D20,Me,Mars,5. Gamana- Departing
D20,Me,Mercury,5. Gamana- Departing
D20,Me,Jupiter,5. Gamana- Departing
D20,Me,Venus,5. Gamana- Departing
D20,Me,Saturn,5. Gamana- Departing
D20,Me,Rahu,5. Gamana- Departing
D20,Me,Ketu,11. Kautuka- Eagerness
D20,Ke,Sun,11. Kautuka- Eagerness
D20,Ke,Moon,6. Aagamana- Arriving
D20,Ke,Mars,6. Aagamana- Arriving
D20,Ke,Mercury,6. Aagamana- Arriving
D20,Ke,Jupiter,6. Aagamana- Arriving
D20,Ke,Venus,6. Aagamana- Arriving
D20,Ke,Saturn,6. Aagamana- Arriving
D20,Ke,Rahu,6. Aagamana- Arriving
D20,Ke,Ketu,12. Nidra- Slumbering
D20,Ve,Sun,12. Nidra- Slumbering
D20,Ve,Moon,7. Sabhaayaam- Congregating
D20,Ve,Mars,7. Sabhaayaam- Congregating
D20,Ve,Mercury,7. Sabhaayaam- Congregating
D20,Ve,Jupiter,7. Sabhaayaam- Congregating
D20,Ve,Venus,7. Sabhaayaam- Congregating
D20,Ve,Saturn,7. Sabhaayaam- Congregating
D20,Ve,Rahu,7. Sabhaayaam- Congregating
D20,Ve,Ketu,1. Shayana- Laying
D20,Su,Sun,1. Shayana- Laying
D20,Su,Moon,8. Aagama- Aproaching
D20,Su,Mars,8. Aagama- Aproaching
D20,Su,Mercury,8. Aagama- Aproaching
D20,Su,Jupiter,8. Aagama- Aproaching
D20,Su,Venus,8. Aagama- Aproaching
D20,Su,Saturn,8. Aagama- Aproaching
D20,Su,Rahu,8. Aagama- Aproaching
D20,Su,Ketu,2. Upavesha- Sitting
D20,Mo,Sun,2. Upavesha- Sitting
D20,Mo,Moon,9. Bhojana- Eating
D20,Mo,Mars,9. Bhojana- Eating
D20,Mo,Mercury,9. Bhojana- Eating
D20,Mo,Jupiter,9. Bhojana- Eating
D20,Mo,Venus,9. Bhojana- Eating
D20,Mo,Saturn,9. Bhojana- Eating
D20,Mo,Rahu,9. Bhojana- Eating
D20,Mo,Ketu,3. Netrapani- Guiding the Hand
D20,Ma,Sun,3. Netrapani- Guiding the Hand
D20,Ma,Moon,10. Nrityalipsa- Desiring to Dance
D20,Ma,Mars,10. Nrityalipsa- Desiring to Dance
D20,Ma,Mercury,10. Nrityalipsa- Desiring to Dance
D20,Ma,Jupiter,10. Nrityalipsa- Desiring to Dance
D20,Ma,Venus,10. Nrityalipsa- Desiring to Dance
D20,Ma,Saturn,10. Nrityalipsa- Desiring to Dance
D20,Ma,Rahu,10. Nrityalipsa- Desiring to Dance
D20,Ma,Ketu,4. Prakaashana- Illuminating
D20,Ra,Sun,4. Prakaashana- Illuminating
D20,Ra,Moon,11. Kautuka- Eagerness
D20,Ra,Mars,11. Kautuka- Eagerness
D20,Ra,Mercury,11. Kautuka- Eagerness
D20,Ra,Jupiter,11. Kautuka- Eagerness
D20,Ra,Venus,11. Kautuka- Eagerness
D20,Ra,Saturn,11. Kautuka- Eagerness
D20,Ra,Rahu,11. Kautuka- Eagerness
D20,Ra,Ketu,5. Gamana- Departing
D20,Ju,Sun,5. Gamana- Departing
D20,Ju,Moon,12. Nidra- Slumbering
D20,Ju,Mars,12. Nidra- Slumbering
D20,Ju,Mercury,12. Nidra- Slumbering
D20,Ju,Jupiter,12. Nidra- Slumbering
D20,Ju,Venus,12. Nidra- Slumbering
D20,Ju,Saturn,12. Nidra- Slumbering
D20,Ju,Rahu,12. Nidra- Slumbering
D20,Ju,Ketu,6. Aagamana- Arriving
D20,Sa,Sun,6. Aagamana- Arriving
D20,Sa,Moon,1. Shayana- Laying
D20,Sa,Mars,1. Shayana- Laying
D20,Sa,Mercury,1. Shayana- Laying
D20,Sa,Jupiter,1. Shayana- Laying
D20,Sa,Venus,1. Shayana- Laying
D20,Sa,Saturn,1. Shayana- Laying
D20,Sa,Rahu,1. Shayana- Laying
D20,Sa,Ketu,7. Sabhaayaam- Congregating
D24,Me,Sun,11. Kautuka- Eagerness
D24,Me,Moon,8. Aagama- Aproaching
D24,Me,Mars,5. Gamana- Departing
D24,Me,Mercury,10. Nrityalipsa- Desiring to Dance
D24,Me,Jupiter,8. Aagama- Aproaching
D24,Me,Venus,2. Upavesha- Sitting
D24,Me,Saturn,2. Upavesha- Sitting
D24,Me,Rahu,6. Aagamana- Arriving
D24,Me,Ketu,8. Aagama- Aproaching
D24,Ke,Sun,12. Nidra- Slumbering
D24,Ke,Moon,9. Bhojana- Eating
D24,Ke,Mars,6. Aagamana- Arriving
D24,Ke,Mercury,11. Kautuka- Eagerness
D24,Ke,Jupiter,9. Bhojana- Eating
D24,Ke,Venus,3. Netrapani- Guiding the Hand
D24,Ke,Saturn,3. Netrapani- Guiding the Hand
D24,Ke,Rahu,7. Sabhaayaam- Congregating
D24,Ke,Ketu,9. Bhojana- Eating
D24,Ve,Sun,1. Shayana- Laying
D24,Ve,Moon,10. Nrityalipsa- Desiring to Dance
D24,Ve,Mars,7. Sabhaayaam- Congregating
D24,Ve,Mercury,12. Nidra- Slumbering
D24,Ve,Jupiter,10. Nrityalipsa- Desiring to Dance
D24,Ve,Venus,4. Prakaashana- Illuminating
D24,Ve,Saturn,4. Prakaashana- Illuminating
D24,Ve,Rahu,8. Aagama- Aproaching
D24,Ve,Ketu,10. Nrityalipsa- Desiring to Dance
D24,Su,Sun,2. Upavesha- Sitting
D24,Su,Moon,11. Kautuka- Eagerness
D24,Su,Mars,8. Aagama- Aproaching
D24,Su,Mercury,1. Shayana- Laying
D24,Su,Jupiter,11. Kautuka- Eagerness
D24,Su,Venus,5. Gamana- Departing
D24,Su,Saturn,5. Gamana- Departing
D24,Su,Rahu,9. Bhojana- Eating
D24,Su,Ketu,11. Kautuka- Eagerness
D24,Mo,Sun,3. Netrapani- Guiding the Hand
D24,Mo,Moon,12. Nidra- Slumbering
D24,Mo,Mars,9. Bhojana- Eating
D24,Mo,Mercury,2. Upavesha- Sitting
D24,Mo,Jupiter,12. Nidra- Slumbering
D24,Mo,Venus,6. Aagamana- Arriving
D24,Mo,Saturn,6. Aagamana- Arriving
D24,Mo,Rahu,10. Nrityalipsa- Desiring to Dance
D24,Mo,Ketu,12. Nidra- Slumbering
D24,Ma,Sun,4. Prakaashana- Illuminating
D24,Ma,Moon,1. Shayana- Laying
D24,Ma,Mars,10. Nrityalipsa- Desiring to Dance
D24,Ma,Mercury,3. Netrapani- Guiding the Hand
D24,Ma,Jupiter,1. Shayana- Laying
D24,Ma,Venus,7. Sabhaayaam- Congregating
D24,Ma,Saturn,7. Sabhaayaam- Congregating
D24,Ma,Rahu,11. Kautuka- Eagerness
D24,Ma,Ketu,1. Shayana- Laying
D24,Ra,Sun,5. Gamana- Departing
D24,Ra,Moon,2. Upavesha- Sitting
D24,Ra,Mars,11. Kautuka- Eagerness
D24,Ra,Mercury,4. Prakaashana- Illuminating
D24,Ra,Jupiter,2. Upavesha- Sitting
D24,Ra,Venus,8. Aagama- Aproaching
D24,Ra,Saturn,8. Aagama- Aproaching
D24,Ra,Rahu,12. Nidra- Slumbering
D24,Ra,Ketu,2. Upavesha- Sitting
D24,Ju,Sun,6. Aagamana- Arriving
D24,Ju,Moon,3. Netrapani- Guiding the Hand
D24,Ju,Mars,12. Nidra- Slumbering
D24,Ju,Mercury,5. Gamana- Departing
D24,Ju,Jupiter,3. Netrapani- Guiding the Hand
D24,Ju,Venus,9. Bhojana- Eating
D24,Ju,Saturn,9. Bhojana- Eating
D24,Ju,Rahu,1. Shayana- Laying
D24,Ju,Ketu,3. Netrapani- Guiding the Hand
D24,Sa,Sun,7. Sabhaayaam- Congregating
D24,Sa,Moon,4. Prakaashana- Illuminating
D24,Sa,Mars,1. Shayana- Laying
D24,Sa,Mercury,6. Aagamana- Arriving
D24,Sa,Jupiter,4. Prakaashana- Illuminating
D24,Sa,Venus,10. Nrityalipsa- Desiring to Dance
D24,Sa,Saturn,10. Nrityalipsa- Desiring to Dance
D24,Sa,Rahu,2. Upavesha- Sitting
D24,Sa,Ketu,4. Prakaashana- Illuminating
D27,Me,Sun,6. Aagamana- Arriving
D27,Me,Moon,9. Bhojana- Eating
D27,Me,Mars,9. Bhojana- Eating
D27,Me,Mercury,9. Bhojana- Eating
D27,Me,Jupiter,9. Bhojana- Eating
D27,Me,Venus,3. Netrapani- Guiding the Hand
D27,Me,Saturn,5. Gamana- Departing
D27,Me,Rahu,5. Gamana- Departing
D27,Me,Ketu,12. Nidra- Slumbering
D27,Ke,Sun,7. Sabhaayaam- Congregating
D27,Ke,Moon,10. Nrityalipsa- Desiring to Dance
D27,Ke,Mars,10. Nrityalipsa- Desiring to Dance
D27,Ke,Mercury,10. Nrityalipsa- Desiring to Dance
D27,Ke,Jupiter,10. Nrityalipsa- Desiring to Dance
D27,Ke,Venus,4. Prakaashana- Illuminating
D27,Ke,Saturn,6. Aagamana- Arriving
D27,Ke,Rahu,6. Aagamana- Arriving
D27,Ke,Ketu,1. Shayana- Laying
D27,Ve,Sun,8. Aagama- Aproaching
D27,Ve,Moon,11. Kautuka- Eagerness
D27,Ve,Mars,11. Kautuka- Eagerness
D27,Ve,Mercury,11. Kautuka- Eagerness
D27,Ve,Jupiter,11. Kautuka- Eagerness
D27,Ve,Venus,5. Gamana- Departing
D27,Ve,Saturn,7. Sabhaayaam- Congregating
D27,Ve,Rahu,7. Sabhaayaam- Congregating
D27,Ve,Ketu,2. Upavesha- Sitting
D27,Su,Sun,9. Bhojana- Eating
D27,Su,Moon,12. Nidra- Slumbering
D27,Su,Mars,12. Nidra- Slumbering
D27,Su,Mercury,12. Nidra- Slumbering
D27,Su,Jupiter,12. Nidra- Slumbering
D27,Su,Venus,6. Aagamana- Arriving
D27,Su,Saturn,8. Aagama- Aproaching
D27,Su,Rahu,8. Aagama- Aproaching
D27,Su,Ketu,3. Netrapani- Guiding the Hand
D27,Mo,Sun,10. Nrityalipsa- Desiring to Dance
D27,Mo,Moon,1. Shayana- Laying
D27,Mo,Mars,1. Shayana- Laying
D27,Mo,Mercury,1. Shayana- Laying
D27,Mo,Jupiter,1. Shayana- Laying
D27,Mo,Venus,7. Sabhaayaam- Congregating
D27,Mo,Saturn,9. Bhojana- Eating
D27,Mo,Rahu,9. Bhojana- Eating
D27,Mo,Ketu,4. Prakaashana- Illuminating
D27,Ma,Sun,11. Kautuka- Eagerness
D27,Ma,Moon,2. Upavesha- Sitting
D27,Ma,Mars,2. Upavesha- Sitting
D27,Ma,Mercury,2. Upavesha- Sitting
D27,Ma,Jupiter,2. Upavesha- Sitting
D27,Ma,Venus,8. Aagama- Aproaching
D27,Ma,Saturn,10. Nrityalipsa- Desiring to Dance
D27,Ma,Rahu,10. Nrityalipsa- Desiring to Dance
D27,Ma,Ketu,5. Gamana- Departing
D27,Ra,Sun,12. Nidra- Slumbering
D27,Ra,Moon,3. Netrapani- Guiding the Hand
D27,Ra,Mars,3. Netrapani- Guiding the Hand
D27,Ra,Mercury,3. Netrapani- Guiding the Hand
D27,Ra,Jupiter,3. Netrapani- Guiding the Hand
D27,Ra,Venus,9. Bhojana- Eating
D27,Ra,Saturn,11. Kautuka- Eagerness
D27,Ra,Rahu,11. Kautuka- Eagerness
D27,Ra,Ketu,6. Aagamana- Arriving
D27,Ju,Sun,1. Shayana- Laying
D27,Ju,Moon,4. Prakaashana- Illuminating
D27,Ju,Mars,4. Prakaashana- Illuminating
D27,Ju,Mercury,4. Prakaashana- Illuminating
D27,Ju,Jupiter,4. Prakaashana- Illuminating
D27,Ju,Venus,10. Nrityalipsa- Desiring to Dance
D27,Ju,Saturn,12. Nidra- Slumbering
D27,Ju,Rahu,12. Nidra- Slumbering
D27,Ju,Ketu,7. Sabhaayaam- Congregating
D27,Sa,Sun,2. Upavesha- Sitting
D27,Sa,Moon,5. Gamana- Departing
D27,Sa,Mars,5. Gamana- Departing
D27,Sa,Mercury,5. Gamana- Departing
D27,Sa,Jupiter,5. Gamana- Departing
D27,Sa,Venus,11. Kautuka- Eagerness
D27,Sa,Saturn,1. Shayana- Laying
D27,Sa,Rahu,1. Shayana- Laying
D27,Sa,Ketu,8. Aagama- Aproaching
D30,Me,Sun,10. Nrityalipsa- Desiring to Dance
D30,Me,Moon,8. Aagama- Aproaching
D30,Me,Mars,2. Upavesha- Sitting
D30,Me,Mercury,4. Prakaashana- Illuminating
D30,Me,Jupiter,2. Upavesha- Sitting
D30,Me,Venus,2. Upavesha- Sitting
D30,Me,Saturn,8. Aagama- Aproaching
D30,Me,Rahu,8. Aagama- Aproaching
D30,Me,Ketu,11. Kautuka- Eagerness
D30,Ke,Sun,11. Kautuka- Eagerness
D30,Ke,Moon,9. Bhojana- Eating
D30,Ke,Mars,3. Netrapani- Guiding the Hand
D30,Ke,Mercury,5. Gamana- Departing
D30,Ke,Jupiter,3. Netrapani- Guiding the Hand
D30,Ke,Venus,3. Netrapani- Guiding the Hand
D30,Ke,Saturn,9. Bhojana- Eating
D30,Ke,Rahu,9. Bhojana- Eating
D30,Ke,Ketu,12. Nidra- Slumbering
D30,Ve,Sun,12. Nidra- Slumbering
D30,Ve,Moon,10. Nrityalipsa- Desiring to Dance
D30,Ve,Mars,4. Prakaashana- Illuminating
D30,Ve,Mercury,6. Aagamana- Arriving
D30,Ve,Jupiter,4. Prakaashana- Illuminating
D30,Ve,Venus,4. Prakaashana- Illuminating
D30,Ve,Saturn,10. Nrityalipsa- Desiring to Dance
D30,Ve,Rahu,10. Nrityalipsa- Desiring to Dance
D30,Ve,Ketu,1. Shayana- Laying
D30,Su,Sun,1. Shayana- Laying
D30,Su,Moon,11. Kautuka- Eagerness
D30,Su,Mars,5. Gamana- Departing
D30,Su,Mercury,7. Sabhaayaam- Congregating
D30,Su,Jupiter,5. Gamana- Departing
D30,Su,Venus,5. Gamana- Departing
D30,Su,Saturn,11. Kautuka- Eagerness
D30,Su,Rahu,11. Kautuka- Eagerness
D30,Su,Ketu,2. Upavesha- Sitting
D30,Mo,Sun,2. Upavesha- Sitting
D30,Mo,Moon,12. Nidra- Slumbering
D30,Mo,Mars,6. Aagamana- Arriving
D30,Mo,Mercury,8. Aagama- Aproaching
D30,Mo,Jupiter,6. Aagamana- Arriving
D30,Mo,Venus,6. Aagamana- Arriving
D30,Mo,Saturn,12. Nidra- Slumbering
D30,Mo,Rahu,12. Nidra- Slumbering
D30,Mo,Ketu,3. Netrapani- Guiding the Hand
D30,Ma,Sun,3. Netrapani- Guiding the Hand
D30,Ma,Moon,1. Shayana- Laying
D30,Ma,Mars,7. Sabhaayaam- Congregating
D30,Ma,Mercury,9. Bhojana- Eating
D30,Ma,Jupiter,7. Sabhaayaam- Congregating
D30,Ma,Venus,7. Sabhaayaam- Congregating
D30,Ma,Saturn,1. Shayana- Laying
D30,Ma,Rahu,1. Shayana- Laying
D30,Ma,Ketu,4. Prakaashana- Illuminating
D30,Ra,Sun,4. Prakaashana- Illuminating
D30,Ra,Moon,2. Upavesha- Sitting
D30,Ra,Mars,8. Aagama- Aproaching
D30,Ra,Mercury,10. Nrityalipsa- Desiring to Dance
D30,Ra,Jupiter,8. Aagama- Aproaching
D30,Ra,Venus,8. Aagama- Aproaching
D30,Ra,Saturn,2. Upavesha- Sitting
D30,Ra,Rahu,2. Upavesha- Sitting
D30,Ra,Ketu,5. Gamana- Departing
D30,Ju,Sun,5. Gamana- Departing
D30,Ju,Moon,3. Netrapani- Guiding the Hand
D30,Ju,Mars,9. Bhojana- Eating
D30,Ju,Mercury,11. Kautuka- Eagerness
D30,Ju,Jupiter,9. Bhojana- Eating
D30,Ju,Venus,9. Bhojana- Eating
D30,Ju,Saturn,3. Netrapani- Guiding the Hand
D30,Ju,Rahu,3. Netrapani- Guiding the Hand
D30,Ju,Ketu,6. Aagamana- Arriving
D30,Sa,Sun,6. Aagamana- Arriving
D30,Sa,Moon,4. Prakaashana- Illuminating
D30,Sa,Mars,10. Nrityalipsa- Desiring to Dance
D30,Sa,Mercury,12. Nidra- Slumbering
D30,Sa,Jupiter,10. Nrityalipsa- Desiring to Dance
D30,Sa,Venus,10. Nrityalipsa- Desiring to Dance
D30,Sa,Saturn,4. Prakaashana- Illuminating
D30,Sa,Rahu,4. Prakaashana- Illuminating
D30,Sa,Ketu,7. Sabhaayaam- Congregating
D40,Me,Sun,12. Nidra- Slumbering
D40,Me,Moon,6. Aagamana- Arriving
D40,Me,Mars,3. Netrapani- Guiding the Hand
D40,Me,Mercury,6. Aagamana- Arriving
D40,Me,Jupiter,6. Aagamana- Arriving
D40,Me,Venus,6. Aagamana- Arriving
D40,Me,Saturn,6. Aagamana- Arriving
D40,Me,Rahu,6. Aagamana- Arriving
D40,Me,Ketu,6. Aagamana- Arriving
D40,Ke,Sun,1. Shayana- Laying
D40,Ke,Moon,7. Sabhaayaam- Congregating
D40,Ke,Mars,4. Prakaashana- Illuminating
D40,Ke,Mercury,7. Sabhaayaam- Congregating
D40,Ke,Jupiter,7. Sabhaayaam- Congregating
D40,Ke,Venus,7. Sabhaayaam- Congregating
D40,Ke,Saturn,7. Sabhaayaam- Congregating
D40,Ke,Rahu,7. Sabhaayaam- Congregating
D40,Ke,Ketu,7. Sabhaayaam- Congregating
D40,Ve,Sun,2. Upavesha- Sitting
D40,Ve,Moon,8. Aagama- Aproaching
D40,Ve,Mars,5. Gamana- Departing
D40,Ve,Mercury,8. Aagama- Aproaching
D40,Ve,Jupiter,8. Aagama- Aproaching
D40,Ve,Venus,8. Aagama- Aproaching
D40,Ve,Saturn,8. Aagama- Aproaching
D40,Ve,Rahu,8. Aagama- Aproaching
D40,Ve,Ketu,8. Aagama- Aproaching
D40,Su,Sun,3. Netrapani- Guiding the Hand
D40,Su,Moon,9. Bhojana- Eating
D40,Su,Mars,6. Aagamana- Arriving
D40,Su,Mercury,9. Bhojana- Eating
D40,Su,Jupiter,9. Bhojana- Eating
D40,Su,Venus,9. Bhojana- Eating
D40,Su,Saturn,9. Bhojana- Eating
D40,Su,Rahu,9. Bhojana- Eating
D40,Su,Ketu,9. Bhojana- Eating
D40,Mo,Sun,4. Prakaashana- Illuminating
D40,Mo,Moon,10. Nrityalipsa- Desiring to Dance
D40,Mo,Mars,7. Sabhaayaam- Congregating
D40,Mo,Mercury,10. Nrityalipsa- Desiring to Dance
D40,Mo,Jupiter,10. Nrityalipsa- Desiring to Dance
D40,Mo,Venus,10. Nrityalipsa- Desiring to Dance
D40,Mo,Saturn,10. Nrityalipsa- Desiring to Dance
D40,Mo,Rahu,10. Nrityalipsa- Desiring to Dance
D40,Mo,Ketu,10. Nrityalipsa- Desiring to Dance
